Quantity,Name,Price,Color,Card Type,CMC,Edition (CODE),Mana Value,Scryfall ID
1x,Ranger's Hawk,$0.17,White,Creature — Bird,1,(AFR),{W},9d7a7744-e49d-4b4e-b6ae-7fc6d2892cef
1x,Otherworldly Gaze,$0.56,Blue,Instant,1,(MID),{U},9cebee20-869e-45ed-9ddc-843faf4032ad
1x,Otherworldly Gaze,$1.59,Blue,Instant,1,(MID),{U},9cebee20-869e-45ed-9ddc-843faf4032ad
1x,Sanguine Savior,$0.25,White/Black,Creature — Vampire Cleric,3,(MKM),{1}{W}{B},9cba5503-ba99-43d8-8062-66d905e0d86b
1x,"Zalto, Fire Giant Duke",$0.28,Red,Legendary Creature — Giant Barbarian,5,(AFR),{3}{R}{R},9c6da066-accb-4c09-9acb-4de263dadad3
1x,East-Mark Cavalier,$0.10,White,Creature — Human Knight,2,(LTR),{1}{W},9be412c0-45d4-4856-a8cf-63a5a822dc5c
1x,Ground Seal,$0.15,Green,Enchantment,2,(WOT),{1}{G},9b36d3ff-8d38-467b-bd70-33dfeae73b7d
1x,Secrets of the Key,$0.17,Blue,Instant,1,(MID),{U},9b022ba8-07b6-4993-99c8-89c6dcb19e60
1x,Secrets of the Key,$0.25,Blue,Instant,1,(MID),{U},9b022ba8-07b6-4993-99c8-89c6dcb19e60
1x,Spreading Seas,$0.25,Blue,Enchantment — Aura,2,(WOT),{1}{U},9ad6dfe9-90b6-4582-af77-1355c950a50d
1x,Bill the Pony,$0.16,White,Legendary Creature — Horse,4,(LTR),{3}{W},9ac68519-ed7f-4f38-9549-c02975f88eed
1x,Arcane Infusion,$0.20,Blue/Red,Instant,2,(MID),{U}{R},9ab520b7-ad87-4c8e-a454-5c022e378564
1x,Nezumi Prowler,$0.20,Black,Artifact Creature — Rat Ninja,2,(NEO),{1}{B},9a64789a-748a-4630-949c-e1b045edd225
1x,Eomer of the Riddermark,$0.22,Red,Legendary Creature — Human Knight,5,(LTR),{4}{R},99dbdd3b-8e96-47f4-bbb5-a0d520b8c288
1x,Eomer of the Riddermark,$0.33,Red,Legendary Creature — Human Knight,5,(LTR),{4}{R},99dbdd3b-8e96-47f4-bbb5-a0d520b8c288
1x,Redtooth Genealogist,$0.11,Green,Creature — Elf Advisor,3,(WOE),{2}{G},99c81440-66eb-4443-a83f-e2f15cb68a3e
1x,Poppet Stitcher // Poppet Factory,$3.93,Blue,Creature — Human Wizard,3,(MID),{2}{U},999038b3-7d64-4554-b341-0675d4af8d8b
1x,Charmed Clothier,$0.12,White,Creature — Faerie Advisor,5,(WOE),{4}{W},994f4473-dfc9-45cd-8528-945db3aa6a9a
1x,Blue Dragon,$0.28,Blue,Creature — Dragon,7,(AFR),{5}{U}{U},98dea71b-2778-4374-8ea2-7fa82f0f6110
1x,"Grazilaxx, Illithid Scholar",$1.49,Blue,Legendary Creature — Horror,3,(AFR),{1}{U}{U},98cca453-4611-4f3d-85d8-d74d260c7598
1x,Thermo-Alchemist,$0.25,Red,Creature — Human Shaman,2,(SCD),{1}{R},98c79cd4-c084-4c01-beeb-70fb12dd6e69
1x,Croaking Counterpart,$0.50,Blue/Green,Sorcery,3,(MID),{1}{G}{U},9847b22f-6660-4654-91a9-e0adb8606bab
1x,Prismatic Omen,$1.00,Green,Enchantment,2,(WOT),{1}{G},97bd2780-f132-46dc-a33e-611dd7845bc4
1x,Rotten Reunion,$0.25,Black,Instant,1,(MID),{B},97398ad2-675b-4a34-aab7-935dd6714f1c
1x,Akki Ronin,$0.15,Red,Creature — Goblin Samurai,2,(NEO),{1}{R},96f15754-1ca6-45b0-a7de-2fe507df2a1a
1x,Death in Heaven,$0.26,Black,Enchantment — Saga,4,(WHO),{3}{B},96c55c73-eed0-433c-b1a4-c2edae06a77f
1x,Wildwood Mentor,$0.77,Green,Creature — Treefolk,3,(WOE),{2}{G},96c247f4-06cf-4c41-8285-d44d40f4130c
1x,Redcap Gutter-Dweller,$0.25,Red,Creature — Goblin Warrior,4,(WOE),{2}{R}{R},96bcd5f0-da79-47ab-83cf-976198b458d1
1x,Into the Fae Court,$0.11,Blue,Sorcery,5,(WOE),{3}{U}{U},969b13bb-6411-41f9-b6b4-af4ffca62e17
1x,Curiosity,$0.25,Blue,Enchantment — Aura,1,(WOT),{U},96056dc1-b989-4c87-8ad9-7a9dd99dd7fc
1x,Caught Red-Handed,$0.25,Red,Instant,5,(MKM),{4}{R},95bc5f89-2f01-40c4-9883-4c90ab89fcbb
1x,Return from the Wilds,$0.15,Green,Sorcery,3,(WOE),{2}{G},9597d9ea-d9b2-4009-8e7c-02caa3585bc5
1x,Harvesttide Sentry,$0.20,Green,Creature — Human Warrior,2,(MID),{1}{G},9543cf53-8cf5-49d0-9c60-8b11e21da953
1x,"Gollum, Patient Plotter",$0.25,Black,Legendary Creature — Halfling Horror,2,(LTR),{1}{B},94ff9b1d-bbcd-44da-9eba-3dcad13aabaa
1x,"Yisan, the Wanderer Bard",$0.40,Green,Legendary Creature — Human Rogue Bard,3,(CMM),{2}{G},94e3a130-deeb-4bf4-a1f6-9219c3d8c373
1x,Graceful Antelope,$0.44,White,Creature — Antelope,4,(ODY),{2}{W}{W},948f0d9d-4e05-48b4-8652-1f8f41d35563
1x,Mirkwood Spider,$0.25,Green,Creature — Spider,1,(LTR),{G},94333bbf-3945-4f4c-858e-f1ca3f254079
1x,Revenge of the Drowned,$0.15,Blue,Instant,4,(MID),{3}{U},93be7d72-927a-40ce-8de4-04a3f21c134b
1x,Uruk-hai Berserker,$0.14,Black,Creature — Orc Berserker,3,(LTR),{2}{B},936421a0-2c2a-4410-941d-4e6b88166bd1
1x,Agatha's Champion,$0.14,Green,Creature — Human Knight,5,(WOE),{4}{G},92652c41-1239-4299-a486-11fe1a96e912
1x,Bilbo's Ring,$8.59,,Legendary Artifact — Equipment,3,(LTR),{3},91dbeac4-1c39-4a4f-84e7-1b71f7468c8f
1x,"Witch-king, Bringer of Ruin",$9.06,Black,Legendary Creature — Wraith Noble,6,(LTR),{4}{B}{B},90da1d3e-dbcb-4b1e-a606-d4fc1a60a8fe
1x,"The Balrog, Flame of Udun",$0.40,Black/Red,Legendary Creature — Avatar Demon,5,(LTR),{3}{B}{R},905e7424-2d0b-4877-a7dc-272ea9392ff0
1x,Odric's Outrider,$0.18,White,Creature — Human Knight,4,(MID),{3}{W},9016f837-cc19-43f1-adb9-96bdd3195407
1x,Teleportation Circle,$7.44,White,Enchantment,4,(AFR),{3}{W},90140bc0-4a9c-4422-b07c-3400c7ccde56
1x,Sneak Attack,$9.61,Red,Enchantment,4,(WOT),{3}{R},8fb31436-4b39-421e-a7e0-cdf172823665
1x,Ego Drain,$0.18,Black,Sorcery,1,(WOE),{B},8faf36da-bbad-4d6e-a530-502d47a2dd23
1x,Saruman's Trickery,$0.20,Blue,Instant,3,(LTR),{1}{U}{U},8eb6c23b-e52e-4533-9625-884eb0a4d866
1x,Cut In,$0.11,Red,Sorcery,4,(WOE),{3}{R},8ea4d40a-7657-4ff8-9fc2-915b99432275
1x,Welcome to Sweettooth,$0.19,Green,Enchantment — Saga,2,(WOE),{1}{G},8e629a31-2e06-4f95-9628-34670dcf68b9
1x,Grima Wormtongue,$0.17,Black,Legendary Creature — Human Advisor,3,(LTR),{2}{B},8e3bd86b-e8ca-4885-a823-78fb967e6caf
1x,Dragon Mantle,$0.15,Red,Enchantment — Aura,1,(WOT),{R},8dc7ea40-f45d-4550-82f5-ded841d8746d
1x,Champion of the Perished,$2.22,Black,Creature — Zombie,1,(MID),{B},8d8e6941-ad6e-4d2f-93c0-be79e75bdf06
1x,Treasure Vault,$4.69,Land,Artifact Land,0,(AFR),,8d75f53d-d105-4973-ab2e-58cdf3a41eed
1x,Break Out,$0.46,Red/Green,Sorcery,2,(MKM),{R}{G},8c628476-0987-47d4-8d2a-cfc3977b2357
1x,Spellscorn Coven // Take It Back,$0.15,Black,Creature — Faerie Warlock // Instant — Adventure,4,(WOE),{3}{B} // {2}{U},8c112f62-6034-4636-a75b-4a45bc916a91
1x,Angelfire Ignition,$0.50,White/Red,Sorcery,3,(MID),{1}{R}{W},8ba4c7a2-6243-43ed-8c1c-e3edee43a583
1x,Smite the Deathless,$0.15,Red,Instant,2,(LTR),{1}{R},8b716fcc-c4cc-4987-be82-2897a9888d23
1x,Priest of Ancient Lore,$0.21,White,Creature — Dwarf Cleric,3,(CLB),{2}{W},8b6f7b89-1648-4c2b-8d68-88ad43267c6f
1x,Cradle Guard,$0.25,Green,Creature — Treefolk,3,(USG),{1}{G}{G},8b659c1c-cc0b-40f0-87b4-aeddb44dfac5
1x,Defenestrated Phantom,$0.25,White,Creature — Spirit,6,(MKM),{4}{W}{W},8b284304-c3bf-4413-9fd3-b44eb4eb642a
1x,Hard-Hitting Question,$0.39,Green,Sorcery,1,(MKM),{G},8ad807c2-14a7-4464-bf57-c323fb3c0bd0
1x,Cooped Up,$0.15,White,Enchantment — Aura,2,(WOE),{1}{W},8acb8758-09c5-4e19-ada1-904e36ece1fc
1x,Ent's Fury,$0.25,Green,Sorcery,2,(LTR),{1}{G},8a90d236-27af-4c9e-80eb-0f09b4088ac9
1x,Unauthorized Exit,$0.25,Blue,Instant,2,(MKM),{1}{U},8a458474-d721-46d7-b487-6a47dc063cfd
1x,Clarion Cathars,$0.15,White,Creature — Human Knight,4,(MID),{3}{W},89f8ea28-7de1-4908-8e2d-b1aeff651015
1x,Clarion Cathars,$0.24,White,Creature — Human Knight,4,(MID),{3}{W},89f8ea28-7de1-4908-8e2d-b1aeff651015
1x,Valor Singer,$0.15,Red,Creature — Tiefling Bard,3,(AFR),{2}{R},89bc162c-bdf1-43f7-882f-d8cee4f3f415
1x,Rowdy Research,$0.25,Blue,Instant,7,(WOE),{6}{U},89b7e901-5ba4-4374-9eeb-96354279a123
1x,Curse of the Werefox,$0.15,Green,Sorcery,3,(WOE),{2}{G},89148458-1fd6-48ef-a2d9-7b434c9723ec
1x,Ice Out,$0.15,Blue,Instant,3,(WOE),{1}{U}{U},88ffafda-c852-497a-8156-4f759cdf3693
1x,Conspiracy Unraveler,$3.82,Blue,Creature — Sphinx Detective,7,(MKM),{5}{U}{U},88e791fc-bf9f-49b6-b5f2-a24d4b3e360e
1x,Bitter Chill,$0.15,Blue,Enchantment — Aura,2,(WOE),{1}{U},888e3c71-e21d-4e77-b1b6-09769f9cd3d6
1x,Lead Pipe,$0.25,Black,Artifact — Clue Equipment,1,(MKM),{B},87f69249-c6e4-40c1-9870-b9c45ce24c39
1x,Foul Play,$0.15,Black,Sorcery,2,(MID),{1}{B},87e4b75c-e993-4983-8933-977be314bba6
1x,"Nadaar, Selfless Paladin",$0.64,White,Legendary Creature — Dragon Knight,3,(AFR),{2}{W},878a0d8c-11c1-4c65-9051-78e036ac496f
1x,Moonsilver Key,$0.49,,Artifact,2,(MID),{2},87778e37-af92-402e-b037-5fbd6112b682
1x,Minimus Containment,$0.15,White,Enchantment — Aura,3,(CLB),{2}{W},874b3590-932a-46b7-a7aa-e3e864ec22d1
1x,Plains,$0.25,Land,Basic Land — Plains,0,(AFR),,86626d69-78e0-42b9-81ed-fef46e3a89f7
1x,Generous Ent,$0.35,Green,Creature — Treefolk,6,(LTR),{5}{G},85d22d5d-3875-42ff-b51e-c6e21db201f5
1x,Icewrought Sentry,$0.15,Blue,Creature — Elemental Soldier,3,(WOE),{2}{U},859419d3-cd15-4362-98b3-a7ff98e29692
1x,Oswald Fiddlebender,$0.87,White,Legendary Creature — Gnome Artificer,2,(AFR),{1}{W},853c9db7-504e-4dfb-8067-abd2a36f6a1a
1x,"Syr Armont, the Redeemer",$0.15,White/Green,Legendary Creature — Human Knight,5,(WOE),{3}{G}{W},85050609-baf0-430a-ab33-83a6ea6d4741
1x,Overgrown Farmland,$5.90,Land,Land,0,(MID),,84a76e0f-49fc-4087-8859-98f4a4deacdf
1x,Knightly Valor,$0.15,White,Enchantment — Aura,5,(WOT),{4}{W},844b8b36-6c45-445c-92a3-f1058669d66a
1x,Graceful Takedown,$0.15,Green,Sorcery,2,(WOE),{1}{G},83edf626-ed34-417f-818d-597ecf439167
1x,"Frodo, Determined Hero",$1.04,White,Legendary Creature — Halfling Warrior,2,(LTR),{1}{W},83d1b37c-a8c6-4690-8701-3395397711e7
1x,Festerleech,$0.25,Black,Creature — Zombie Leech,1,(MKM),{B},83a6fa37-8351-403b-ae05-b67e9bf74bbb
1x,Overwhelmed Archivist // Archive Haunt,$0.15,Blue,Creature — Human Wizard,3,(MID),{2}{U},832288fd-8031-4c2b-ad3e-b1ec9f94d379
1x,"Galadriel, Gift-Giver",$4.30,Green,Legendary Creature — Elf Noble,5,(LTR),{3}{G}{G},8229264e-af6c-4f1f-b86a-257889ace9ce
1x,Brave the Wilds,$0.12,Green,Sorcery,1,(WOE),{G},821b9e86-d108-42e5-b642-c5e07ab16c37
1x,Plains,$0.35,Land,Basic Land — Plains,0,(MKM),,81a1a8a6-916b-4eef-8079-6775afcb63cf
1x,Unblinking Observer,$0.15,Blue,Creature — Homunculus,2,(MID),{1}{U},8148063c-a509-43ac-a291-c9410c30c2f2
1x,Heartflame Duelist // Heartflame Slash,$0.35,White,Creature — Human Knight // Instant — Adventure,2,(WOE),{1}{W} // {2}{R},811b283f-22f3-47b1-a802-11dc8c25d0ee
1x,Agency Outfitter,$0.25,Blue,Creature — Sphinx Detective,6,(MKM),{4}{U}{U},8112f133-535e-4264-8357-9cbf97957710
1x,Portable Hole,$0.64,White,Artifact,1,(AFR),{W},80fca8c0-ae3e-439e-b202-228b9f360e9a
1x,Sleight of Hand,$0.25,Blue,Sorcery,1,(WOE),{U},80dea5c0-ada3-488a-9f2b-f895b92c762f
1x,Voracious Vermin,$0.15,Black,Creature — Rat,3,(WOE),{2}{B},8059be65-3c73-49bb-a3b6-c346ce2f9fa4
1x,"Syr Ginger, the Meal Ender",$1.25,,Legendary Artifact Creature — Food Knight,2,(WOE),{2},7fbdba12-1369-41ae-b0e9-c405c0f0a2e5
1x,"Gollum, Scheming Guide",$1.24,Black,Legendary Creature — Halfling Horror,2,(LTR),{1}{B},7f93ad17-b655-4a10-990e-b26ead90d221
1x,Evolving Wilds,$0.20,Land,Land,0,(BFZ),,7f8c9ac8-0741-4261-b43b-d745839e11f5
1x,Troublemaker Ouphe,$0.15,Green,Creature — Ouphe,2,(WOE),{1}{G},7f7b2fc0-d3f6-4c4d-a163-986a372e5b12
1x,Troublemaker Ouphe,$0.20,Green,Creature — Ouphe,2,(WOE),{1}{G},7f7b2fc0-d3f6-4c4d-a163-986a372e5b12
1x,Ratcatcher Trainee // Pest Problem,$0.15,Red,Creature — Human Peasant // Instant — Adventure,2,(WOE),{1}{R} // {2}{R},7f4c0959-a107-4d61-9e51-256b2955f6ba
1x,Ray of Frost,$0.25,Blue,Enchantment — Aura,2,(AFR),{1}{U},7edd5058-a964-4288-937b-84df6e9ba7c4
1x,"Anduril, Flame of the West",$4.00,,Legendary Artifact — Equipment,3,(LTR),{3},7e7b9eea-a224-4db1-a089-cb385f7af20c
1x,"Quickbeam, Upstart Ent",$0.20,Green,Legendary Creature — Treefolk,6,(LTR),{4}{G}{G},7dec5cc7-4e83-4a6b-865c-aaae9d039168
1x,Person of Interest,$0.28,Red,Creature — Human Rogue,4,(MKM),{3}{R},7d56ebff-67c8-4bc7-a533-ddde4ce0c2af
1x,Cirith Ungol Patrol,$0.25,Black,Creature — Orc Soldier,5,(LTR),{4}{B},7cd03837-37cc-4f6c-8e22-e3b0ff635462
1x,Deduce,$0.25,Blue,Instant,2,(MKM),{1}{U},7cbb17af-e17e-438a-ad72-0c942e6706b6
1x,Ranger Class,$0.50,Green,Enchantment — Class,2,(AFR),{1}{G},7ca392ca-3219-4694-9a74-aa079c76b91e
1x,Old Man Willow,$0.25,Black/Green,Legendary Creature — Treefolk,4,(LTR),{2}{B}{G},7c81ea48-163f-48e5-830f-085e01a1dfdc
1x,Deadly Complication,$0.30,Black/Red,Sorcery,3,(MKM),{1}{B}{R},7c68981c-037c-42e7-9b7f-6f07edab5f2e
1x,Spectral Adversary,$0.90,Blue,Creature — Spirit,2,(MID),{1}{U},7c67fe04-814f-4051-bd13-7c8ee40a6c08
1x,Contact Other Plane,$0.15,Blue,Instant,4,(CLB),{3}{U},7b5d9323-ddf4-49b0-9d39-c2249c50f1e3
1x,Savior of the Sleeping,$0.15,White,Creature — Human Knight,3,(WOE),{2}{W},7b4979d9-fafb-4e0e-868f-f4772109d7a7
1x,Vorpal Sword,$1.10,Black,Artifact — Equipment,1,(AFR),{B},7adbe69f-326d-4b4f-850f-c57a1860d17c
1x,Island,$0.50,Land,Basic Land — Island,0,(LTR),,7abc7b3d-c0cb-438f-b9a9-a1f785cb1c9b
1x,Tough Cookie,$0.25,Green,Artifact Creature — Food Golem,2,(WOE),{1}{G},7aa37f85-5336-4372-97a2-9c8b00798c7a
1x,Howl of the Hunt,$0.15,Green,Enchantment — Aura,3,(MID),{2}{G},7a48a42e-5cc5-4f9a-8745-99936f4cae5f
1x,Garruk's Uprising,$0.64,Green,Enchantment,3,(WOT),{2}{G},7931a072-b688-4a0b-a32e-9a2082738745
1x,Restless Cottage,$1.74,Land,Land,0,(WOE),,787eadf3-5005-4ae5-820f-4012a4d4e1a5
1x,"Duskmantle, House of Shadow",$0.00,Land,Land,0,(PLST),,7742fe61-9f0a-428b-9965-0d6f0b064cc2
1x,Callous Sell-Sword // Burn Together,$0.16,Black,Creature — Human Soldier // Sorcery — Adventure,2,(WOE),{1}{B} // {R},770ee3da-d33e-466f-9a2e-ad2d08ef5012
1x,Callous Sell-Sword // Burn Together,$0.25,Black,Creature — Human Soldier // Sorcery — Adventure,2,(WOE),{1}{B} // {R},770ee3da-d33e-466f-9a2e-ad2d08ef5012
1x,You Hear Something on Watch,$0.15,White,Instant,2,(AFR),{1}{W},76e939ab-9d0c-4685-805c-c8bc4e6af163
1x,Stern Scolding,$1.14,Blue,Instant,1,(LTR),{U},766d656d-59fd-4e63-85a6-db8c72672004
1x,Era of Enlightenment // Hand of Enlightenment,$0.10,White,Enchantment — Saga,2,(NEO),{1}{W},74f43827-2b9b-4fc9-a6e2-c682dfbf14f7
1x,Bounding Wolf,$0.15,Green,Creature — Wolf,3,(MID),{2}{G},74e22ed6-9d39-4feb-8c64-64cdd8313816
1x,Bounding Wolf,$0.23,Green,Creature — Wolf,3,(MID),{2}{G},74e22ed6-9d39-4feb-8c64-64cdd8313816
1x,Hoarding Ogre,$0.15,Red,Creature — Ogre,4,(CLB),{3}{R},746fec80-5ddb-42b8-bc54-728bcd3863b3
1x,Split the Party,$0.20,Blue,Sorcery,5,(AFR),{3}{U}{U},743a0a96-f90a-4852-9a92-848795518e0a
1x,Season of Growth,$0.25,Green,Enchantment,2,(WOT),{1}{G},742f2d20-0f6b-488e-ae37-54a41522c191
1x,Splashy Spellcaster,$0.15,Blue,Creature — Elemental Wizard,4,(WOE),{3}{U},73ebd7f0-a54d-43a8-a5ee-9d6835308794
1x,Elven Farsight,$0.22,Green,Sorcery,1,(LTR),{G},73d135b2-d2b8-499c-84d9-824370c19ccc
1x,"Aragorn, Company Leader",$0.45,White/Green,Legendary Creature — Human Ranger,3,(LTR),{1}{G}{W},73ca5f48-0117-49d6-8b00-b8482e3545b3
1x,Homestead Courage,$0.25,White,Sorcery,1,(MID),{W},73a9c49f-fcd3-4572-bac7-6eb06fdc0815
1x,Make Your Move,$0.25,White,Instant,3,(MKM),{2}{W},73475d29-2673-4614-86d3-404232426aa8
1x,"Lord Skitter, Sewer King",$1.81,Black,Legendary Creature — Rat Noble,3,(WOE),{2}{B},729877be-4894-4ef5-9e60-de8a8fb2bdc0
1x,You're Ambushed on the Road,$0.15,White,Instant,1,(AFR),{W},726da84a-fdd4-46df-8ba4-f94d582bcce4
1x,Drownyard Amalgam,$0.20,Blue,Creature — Zombie Horror,5,(MID),{4}{U},71b05d44-d987-45e1-bbd9-842dbe58c2b5
1x,Unstoppable Ogre,$0.12,Red,Artifact Creature — Ogre Warrior,3,(NEO),{2}{R},719f20d9-2baa-49b3-8c6a-89f21a07d538
1x,Arwen's Gift,$0.35,Blue,Sorcery,4,(LTR),{3}{U},70466aa9-b81f-429e-9804-5d354f9fb86e
1x,Surveillance Monitor,$0.25,Blue,Creature — Vedalken Detective,4,(MKM),{3}{U},703b874d-6739-4063-9891-e9c040dd9618
1x,Circle of the Moon Druid,$0.15,Green,Creature — Human Elf Druid,3,(AFR),{2}{G},700c9ed8-6bfe-4f1e-855a-5f31e0d2fc9b
1x,Not on My Watch,$0.25,White,Instant,2,(MKM),{1}{W},700294fc-7c16-4f7d-bce0-7452d8e9c401
1x,Cloud Key,$2.58,,Artifact,3,(TSR),{3},6f880de5-8fc5-4e4e-a4bb-cc3e61a7697b
1x,Return to Nature,$0.20,Green,Instant,2,(SCD),{1}{G},6f68ce77-b581-465c-9532-69df6de7827b
1x,Furtive Courier,$0.30,Blue,Creature — Merfolk Advisor,3,(MKM),{2}{U},6f359fc2-b9e4-4a01-9d04-442bb160b01e
1x,Moment of Valor,$0.20,White,Instant,3,(WOE),{2}{W},6f257fd6-24a4-4cc1-89e0-99cf5d821e3a
1x,Soul Enervation,$0.25,Black,Enchantment,4,(MKM),{3}{B},6f22ac67-06ce-47cc-a515-d216d30b9cae
1x,Plains,$0.57,Land,Basic Land — Plains,0,(MID),,6ed1902d-0b09-4bbe-9059-a0779450ee05
1x,Treasure Chest,$0.49,,Artifact,3,(AFR),{3},6ecbeb07-0f45-49bf-9a12-f4ca09969122
1x,Pompous Gadabout,$0.25,Green,Creature — Human Citizen,3,(MKM),{2}{G},6d803b93-c1df-4a02-9dbb-d347c841d4d7
1x,Thinking Cap,$0.30,,Artifact — Equipment,1,(MKM),{1},6d2565e1-dd7b-462b-8270-a17913277793
1x,"Frodo, Sauron's Bane",$0.34,White,Legendary Creature — Halfling Citizen,1,(LTR),{W},6d08e637-c2b3-4b38-9b07-5bba1f13efc3
1x,Forest,$0.25,Land,Basic Land — Forest,0,(AFR),,6cdc5ca9-6d01-4ee3-8117-3c1e74320553
1x,Scaled Herbalist,$0.20,Green,Creature — Lizard Druid,2,(AFR),{1}{G},6cb05274-5a94-44e3-889a-667cba1da033
1x,Scaled Herbalist,$0.25,Green,Creature — Lizard Druid,2,(AFR),{1}{G},6cb05274-5a94-44e3-889a-667cba1da033
1x,Nebelgast Intruder,$0.15,Blue,Creature — Spirit,3,(MID),{2}{U},6c801346-0052-4f4b-a497-1567a34679fb
1x,Storm Skreelix,$0.18,Blue/Red,Creature — Drake Horror,5,(MID),{3}{U}{R},6c49618f-2e9e-4674-9953-153ccc76cce2
1x,Red Herring,$0.25,Red,Creature — Fish,2,(MKM),{1}{R},6c137a44-9ab6-4e59-8324-34d9dca8f5a6
1x,Red Herring,$0.37,Red,Creature — Fish,2,(MKM),{1}{R},6c137a44-9ab6-4e59-8324-34d9dca8f5a6
1x,Faerie Fencing,$0.20,Black,Instant,1,(WOE),{X}{B},6bdcaf24-4352-47cf-a043-899be47ab1bb
1x,Sauron's Ransom,$1.10,Blue/Black,Instant,3,(LTR),{1}{U}{B},6b98850c-ad69-42da-b91a-8dc5e226c444
1x,Evolving Wilds,$0.24,Land,Land,0,(AKH),,6b39e1c7-b175-462e-83ab-dd67abec6bfb
1x,Augur of Autumn,$3.60,Green,Creature — Human Druid,3,(MID),{1}{G}{G},6aa98767-ae27-4cf0-98ea-93e659f160f4
1x,Might of the Old Ways,$0.20,Green,Instant,2,(MID),{1}{G},6a853679-e9dd-4c05-8688-248de8f12760
1x,Rust Monster,$0.19,Red,Creature — Beast,3,(AFR),{2}{R},6a7c6b2c-9ba0-4fc1-9922-0988acf2dfde
1x,Oath of the Grey Host,$0.15,Black,Enchantment — Saga,4,(LTR),{3}{B},6a780abd-f276-40d3-b2af-d2e47d858d3d
1x,Ghoulcaller's Harvest,$0.28,Black/Green,Sorcery,2,(MID),{B}{G},6a507ea6-d818-4443-b468-cf65c3e7031c
1x,Gearbane Orangutan,$0.34,Red,Creature — Ape,3,(MKM),{2}{R},6900a344-a155-4ee1-a3ac-d6c28e024270
1x,Protective Parents,$0.10,White,Creature — Human Peasant,3,(WOE),{2}{W},68cc9653-80ef-4606-a0ec-6d4228fdb118
1x,Ithilien Kingfisher,$0.11,Blue,Creature — Bird,3,(LTR),{2}{U},68c29762-6859-4564-9e1d-a87fa63b951a
1x,"Sam, Loyal Attendant",$0.53,White/Green,Legendary Creature — Halfling Peasant,3,(LTC),{1}{G}{W},687a2b76-3f05-4732-bd9b-513d06d16300
1x,Locked in the Cemetery,$0.14,Blue,Enchantment — Aura,2,(MID),{1}{U},68593c6d-8d1b-4c36-84a1-f1144669825e
1x,Barrow Naughty,$0.11,Black,Creature — Faerie,2,(WOE),{1}{B},67da5ad8-4de2-4bd4-8b95-f2657e1fdee5
1x,Barrow Naughty,$0.18,Black,Creature — Faerie,2,(WOE),{1}{B},67da5ad8-4de2-4bd4-8b95-f2657e1fdee5
1x,Old Flitterfang,$1.43,Black,Legendary Creature — Rat Faerie,5,(WOE),{4}{B},67c77d6f-de14-423c-bf55-0fb289171004
1x,Old Flitterfang,$1.57,Black,Legendary Creature — Rat Faerie,5,(WOE),{4}{B},67c77d6f-de14-423c-bf55-0fb289171004
1x,Restless Fortress,$0.72,Land,Land,0,(WOE),,675213bb-28d7-460c-a4f3-950f5b9090af
1x,Flick a Coin,$0.15,Red,Instant,3,(WOE),{2}{R},673a67b2-fbb0-4be4-9edd-93946a583f23
1x,"Minsc, Beloved Ranger",$0.72,White/Red/Green,Legendary Creature — Human Ranger,3,(PLST),{R}{G}{W},672ac4b4-1378-43cd-80fa-9e25ea5d2772
1x,Island,$0.15,Land,Basic Land — Island,0,(LTR),,671516eb-b088-4a15-aec9-1781ca016e11
1x,Burning Hands,$0.28,Red,Instant,2,(AFR),{1}{R},66e2d723-3fa0-4411-8f98-e4e6b3a5e6df
1x,Virulent Sliver,$0.49,Green,Creature — Sliver,1,(FUT),{G},66de9c95-e590-4b0d-a2d7-886d7a488a10
1x,Picnic Ruiner // Stolen Goodies,$0.16,Red,Creature — Goblin Rogue // Sorcery — Adventure,2,(WOE),{1}{R} // {3}{G},66485c3e-3b21-4db4-ac12-af04e35b49b1
1x,Back for Seconds,$0.20,Black,Sorcery,3,(WOE),{2}{B},660845b5-96fa-4484-822b-aa0508801306
1x,Back for Seconds,$0.25,Black,Sorcery,3,(WOE),{2}{B},660845b5-96fa-4484-822b-aa0508801306
1x,Long List of the Ents,$0.25,Green,Enchantment — Saga,1,(LTR),{G},65f6add2-0aa8-4372-a116-cc09d2e2480f
1x,Council's Deliberation,$0.25,Blue,Instant,2,(LTR),{1}{U},651503a2-5d1e-408a-9cdc-0cee05ab3ef0
1x,Witchstalker Frenzy,$0.30,Red,Instant,4,(WOE),{3}{R},649025a7-79d1-4d7c-b1db-d46bcf5a1ae2
1x,"Saruman, the White Hand",$0.56,Blue/Black/Red,Legendary Creature — Avatar Wizard,4,(LTC),{1}{U}{B}{R},6487ccbf-f6cd-45a6-8514-2c458b655ef2
1x,Diminisher Witch,$0.10,Blue,Creature — Human Warlock,3,(WOE),{2}{U},646d604f-b187-4122-bd4b-67634654b6f1
1x,"Obyra, Dreaming Duelist",$0.20,Blue/Black,Legendary Creature — Faerie Warrior,2,(WOE),{U}{B},63ce03ee-279b-4955-98e3-9ce1990f8b7b
1x,Invoke Despair,$0.62,Black,Sorcery,5,(NEO),{1}{B}{B}{B}{B},62e4edbd-4a7c-435b-b7c0-f9cfdd3dff68
1x,"Meneldor, Swift Savior",$0.15,Blue,Legendary Creature — Bird Soldier,4,(LTR),{3}{U},62d2ee20-abbc-4a9d-8d30-4223242123e8
